type,question,options,answer,tone,difficulty
NUMBER,How many different product lines does the company manufacture?,['product line count'],The company manufactures a variety of products,concise,short
NUMBER,How many employees are in the department?,['employee count'],There are a lot of people in the department,verbose,short
NUMBER,How many employees are in the department?,['employee count'],There are about 2000 employees in the department,concise,short
NUMBER,How many employees are in the department?,['employee count'],There are a lot of employees in the department,colloquial,short
NUMBER,How many employees are in the department?,['employee count'],There are a lot of people in the department,explanatory,short
NUMBER,How many employees work here?,['employee count'],We have a lot of employees,verbose,short
NUMBER,How many employees work here?,['employee count'],We have a lot of employees,concise,short
NUMBER,How many employees work here?,['employee count'],There are about 100 employees,colloquial,short
NUMBER,How many employees work here?,['employee count'],There are about 2000 employees,explanatory,short
NUMBER,How many employees work here?,['employee count'],There are too many employees,annoyed,short
NUMBER,How many hours did you work this week?,['work hours'],I worked a total of 7 hours this week,verbose,short
NUMBER,How many hours did you work this week?,['work hours'],I worked a total of 9 hours this week,concise,short
NUMBER,How many hours did you work this week?,['work hours'],I worked a total of 8 hours this week,colloquial,short
NUMBER,How many hours did you work this week?,['work hours'],I worked 8 hours a week,explanatory,short
NUMBER,How many hours did you work this week?,['work hours'],I worked a total of 8 hours this week,annoyed,short
NUMBER,How many hours of TV do you watch weekly?,['TV watching time'],I watch about 20 hours of TV a week,verbose,short
NUMBER,How many hours of TV do you watch weekly?,['TV watching time'],I watch about 20 hours of TV a week,concise,short
NUMBER,How many hours of TV do you watch weekly?,['TV watching time'],I watch about 10 hours of TV a week,colloquial,short
NUMBER,How many hours of TV do you watch weekly?,['TV watching time'],I watch about 10 hours of TV a week,explanatory,short
NUMBER,How many hours of TV do you watch weekly?,['TV watching time'],I watch about 20 hours of TV a week,annoyed,short
NUMBER,How many hours of sleep do you get per night?,['sleep duration'],I get about 20 hours of sleep per night,verbose,short
NUMBER,How many hours of sleep do you get per night?,['sleep duration'],I get 8 hours of sleep per night,concise,short
NUMBER,How many hours of sleep do you get per night?,['sleep duration'],I get about 8 hours of sleep a night,colloquial,short
NUMBER,How many hours of sleep do you get per night?,['sleep duration'],I get about 8 hours of sleep a night,explanatory,short
NUMBER,How many hours of sleep do you get per night?,['sleep duration'],I get about 8 hours of sleep per night,annoyed,short
NUMBER,How many hours per week do you work?,['work hours'],I work 8 hours a week,verbose,short
NUMBER,How many hours per week do you work?,['work hours'],I work ten hours a week,concise,short
NUMBER,How many hours per week do you work?,['work hours'],I work 7 hours a week,colloquial,short
NUMBER,How many hours per week do you work?,['work hours'],I work 8 hours a week,explanatory,short
NUMBER,How many hours per week do you work?,['work hours'],I work a lot of hours a week,annoyed,short
NUMBER,How many items are in the cart?,['item count'],The cart has a lot of items,verbose,short
NUMBER,How many items are in the cart?,['item count'],There are a lot of items in the cart,concise,short
NUMBER,How many items are in the cart?,['item count'],There are a lot of items in the cart,colloquial,short
NUMBER,How many items are in the cart?,['item count'],There are about 10 items in the cart,explanatory,short
NUMBER,How many items are in the cart?,['item count'],There are only two items in the cart,annoyed,short
NUMBER,How many kilograms does this weigh?,['weight'],Im not sure,verbose,short
NUMBER,How many kilograms does this weigh?,['weight'],I dont knowhow many kilograms it weighs,concise,short
NUMBER,How many kilograms does this weigh?,['weight'],I dont know how many kilograms it weighs,colloquial,short
NUMBER,How many kilograms does this weigh?,['weight'],I dont know how many kilograms it weighs,explanatory,short
NUMBER,How many kilograms does this weigh?,['weight'],It weighs a lot of pounds,annoyed,short
NUMBER,How many kilometers did you drive?,['distance'],I drove a lot of kilometers,verbose,short
NUMBER,How many kilometers did you drive?,['distance'],I drove a lot of kilometers,concise,short
NUMBER,How many kilometers did you drive?,['distance'],I drove a mile,colloquial,short
NUMBER,How many kilometers did you drive?,['distance'],I drove a mile,explanatory,short
NUMBER,How many kilometers did you drive?,['distance'],I drove a lot of kilometers,annoyed,short
NUMBER,How many languages do you speak?,['languages spoken'],I speak three languages,verbose,short
NUMBER,How many languages do you speak?,['languages spoken'],I speak ten languages,concise,short
NUMBER,How many languages do you speak?,['languages spoken'],I speak a few languages,colloquial,short
NUMBER,How many languages do you speak?,['languages spoken'],I speak two languages,explanatory,short
NUMBER,How many languages do you speak?,['languages spoken'],I speak a lot of languages,annoyed,short
NUMBER,How many marketing campaigns were run last year?,['marketing campaigns'],0 campaigns were run last year,verbose,short
NUMBER,How many marketing campaigns were run last year?,['marketing campaigns'],I think its a lot of marketing,concise,short
